,ID,mol_distribution,monomers,sequence
322655,000000002490762_00001,[0.49600758 0.07262855 0.33563116 0.0957327 ],['Tma' 'Mo' 'Oct' 'Olam'],TmaOctOctTmaTmaTmaTmaTmaTmaTmaTmaTmaOctOctOctMoTmaMoTmaMoTmaTmaTmaTmaOctTmaTmaOctTmaTmaOctOctTmaOctTmaTmaTmaOlamOctOlamOctOlamOctTmaOctOctOctTmaOlamTmaTmaTmaMoOctTmaTmaOctOlamOctOlamTmaTmaOctOctMoOctOlamTmaTmaOct
325697,000000000060340_00001,[0.19264495 0.67699888 0.04345206 0.08690411],['Tma' 'Mo' 'Oct' 'Tmb'],MoTmbMoMoMoMoMoMoMoMoMoTmaMoMoMoMoMoTmbMoTmaTmbMoMoMoMoTmaMoTmaTmaOctTmaTmaOctTmbMoMoTmaMoMoTmaMoMoTmbTmaMoTmaMoMoMoMoMoMoTmaMoMoMoMoMoMoMoMoMoTmbTmaOctMoMoMoTmaMo
341361,000000003342213_00001,[0.48177115 0.32065438 0.19757446],['Tma' 'Mo' 'Oct'],TmaTmaMoMoTmaTmaTmaTmaTmaMoTmaTmaTmaMoOctMoTmaTmaMoTmaMoOctMoMoOctMoTmaMoMoTmaMoTmaOctTmaTmaOctMoTmaTmaTmaTmaTmaMoOctMoOctMoOctTmaTmaTmaMoTmaMoTmaMoTmaMoOctOctTmaMoTmaTmaTmaOctOctOctTmaOct
360705,000000001018397_00001,[0.38114582 0.49608684 0.02724579 0.09552155],['Tma' 'Mo' 'Olam' 'Tmb'],TmaMoTmbMoMoTmaTmaMoMoMoMoMoOlamTmaTmaMoTmbMoTmaMoTmaOlamTmaTmaTmaMoTmaMoTmaTmbTmaMoTmaTmaMoTmaTmaTmbTmbMoMoTmbMoTmaMoMoMoTmaTmaMoMoTmaMoTmaTmaMoMoMoMoMoMoTmaMoTmbMoTmaMoMoMoTma
365381,000000004849500_00001,[0.68390139 0.14305878 0.06285592 0.11018391],['Tma' 'Mo' 'Olam' 'Tmb'],MoTmaTmaOlamMoTmaMoTmaTmaTmaTmaTmaTmbTmaTmaTmbTmbTmaTmaTmaTmbTmaTmaTmbTmbTmaTmaMoTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaMoTmaTmbTmaTmaTmaTmaTmaOlamTmaTmaMoTmaTmaMoTmaTmaTmaTmaTmaTmaMoTmaTmaMoTmaOlamTmaTmaTmbMo
369655,000000000424280_00001,[0.48809599 0.45480964 0.05709437],['Tma' 'Mo' 'Olam'],OlamTmaMoMoMoMoMoTmaMoTmaMoMoMoMoTmaTmaMoMoMoTmaTmaTmaTmaTmaTmaTmaMoMoMoMoOlamMoMoMoTmaMoTmaMoOlamTmaTmaTmaMoTmaTmaTmaMoMoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoMoMoMoMoTmaTmaOlamMoTma
372505,000000002296624_00001,[0.28696048 0.66029166 0.05274786],['Tma' 'Mo' 'Olam'],TmaMoMoTmaMoTmaMoMoOlamOlamMoMoTmaMoMoMoTmaMoTmaMoTmaTmaTmaMoOlamTmaTmaTmaMoMoMoMoMoTmaMoMoTmaMoMoTmaMoMoTmaMoTmaMoTmaMoMoMoMoMoMoMoMoMoMoMoMoTmaMoMoMoMoMoMoOlamTmaMoMo
390273,000000000070401_00001,[0.22419743 0.60185397 0.05248335 0.12146525],['Tma' 'Mo' 'Phe' 'Bam'],MoTmaMoMoTmaMoTmaMoMoMoBamMoTmaMoMoMoPheMoTmaMoTmaMoMoMoTmaMoBamTmaMoMoMoBamPheBamMoTmaTmaMoMoMoMoMoMoMoMoMoMoPheTmaBamBamTmaTmaBamMoTmaTmaPheMoMoMoTmaMoMoMoMoMoMoBamMo
391688,000000000088878_00001,[0.50173826 0.24489225 0.1174541  0.13591539],['Tma' 'Mo' 'Phe' 'Bam'],MoTmaTmaTmaBamTmaTmaMoMoTmaTmaTmaMoTmaPheMoMoTmaPheMoTmaMoMoTmaBamTmaTmaPheTmaMoTmaPheTmaMoBamBamTmaMoTmaBamBamPhePheBamTmaMoTmaTmaBamTmaMoTmaTmaTmaPheBamTmaTmaTmaTmaTmaTmaTmaMoTmaMoBamPheTmaMo
394147,000000000903064_00001,[0.55052879 0.12401829 0.11896217 0.20649075],['Tma' 'Mo' 'Phe' 'Bam'],TmaBamTmaBamTmaBamMoBamMoTmaTmaTmaMoTmaBamPheTmaTmaTmaPheTmaTmaTmaPheTmaTmaMoPheTmaTmaMoMoTmaTmaBamBamTmaTmaTmaMoTmaBamBamTmaBamTmaTmaTmaTmaTmaTmaBamTmaTmaBamTmaTmaMoBamPhePheTmaTmaMoBamTmaTmaPhePheTma
396057,000000002163387_00001,[0.30967421 0.51012503 0.05436974 0.12583102],['Tma' 'Mo' 'Phe' 'Bam'],BamTmaMoBamMoTmaMoMoMoMoMoMoTmaMoMoMoTmaMoTmaBamPheMoTmaTmaMoMoMoTmaTmaMoMoTmaMoPheMoMoMoBamTmaTmaBamBamMoPheMoTmaTmaMoMoBamMoMoPheMoMoTmaMoTmaMoBamMoTmaMoTmaTmaTmaTmaMoBamMo
399491,000000005278019_00001,[0.06953564 0.50909227 0.1953348  0.22603729],['Tma' 'Mo' 'Phe' 'Bam'],TmaMoPhePheBamPheMoMoBamMoMoPheMoMoPheMoPheMoPhePheMoPhePheMoBamMoMoMoMoMoBamMoBamMoMoMoBamMoTmaBamMoMoPheMoPhePheMoMoTmaBamMoBamBamMoBamBamMoTmaPheBamTmaBamMoMoMoMoMoBamBamMo
402381,000000001037008_00001,[0.54521508 0.06652819 0.06381589 0.11948075 0.2049601 ],['Tma' 'Mo' 'Phe' 'Bmam' 'Tmb'],TmaTmaTmaTmaTmbTmbTmbBmamTmaTmaTmaTmaTmaTmaTmaTmbTmaTmaTmaMoTmbPheTmaMoTmbPheMoMoBmamTmbPheBmamTmaTmaTmaBmamTmaTmaPhePheTmaTmbTmaTmaTmaTmaTmbTmaTmaTmbMoTmaTmaTmbBmamTmaTmaTmaTmaTmaTmaTmbTmaTmaBmamBmamBmamTmbTmaTmb
407782,000000000516680_00001,[0.41027596 0.42052632 0.11525195 0.05394577],['Tma' 'Mo' 'Phe' 'Bmam'],MoTmaTmaTmaMoMoMoTmaMoMoTmaBmamMoMoMoMoTmaTmaMoTmaMoTmaMoMoTmaTmaPheTmaMoMoMoTmaTmaPheTmaTmaMoMoMoMoPheMoTmaTmaMoPhePheTmaTmaMoMoBmamTmaMoTmaTmaBmamPheTmaMoTmaMoTmaPheTmaBmamTmaMoPheTma
412053,000000002283449_00001,[0.14776661 0.70319979 0.05188699 0.0971466 ],['Tma' 'Mo' 'Phe' 'Bmam'],MoMoMoMoMoTmaMoBmamMoMoMoTmaTmaMoMoMoTmaMoMoMoTmaMoBmamMoPhePheMoBmamMoMoMoMoBmamBmamMoMoPheMoMoMoBmamMoTmaTmaMoMoTmaMoMoMoMoTmaPheMoMoMoBmamMoMoMoMoMoMoTmaMoMoMoMoMoMo
412343,000000002292167_00001,[0.62424517 0.1958698  0.06262812 0.11725692],['Tma' 'Mo' 'Phe' 'Bmam'],MoTmaTmaMoBmamMoTmaTmaPheTmaTmaBmamTmaTmaMoMoTmaPhePheTmaMoTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaMoBmamTmaTmaTmaBmamMoTmaMoMoTmaPheTmaTmaTmaTmaTmaMoBmamMoTmaMoTmaBmamTmaTmaBmamTmaTmaMoTmaTmaTmaTma
413794,000000005130280_00001,[0.27166924 0.56827886 0.10902212 0.05102979],['Tma' 'Mo' 'Phe' 'Bmam'],MoTmaMoTmaPheMoMoMoMoMoTmaTmaMoMoMoTmaMoMoTmaMoMoMoMoMoMoMoTmaMoMoPheMoTmaMoPheMoMoTmaMoMoMoPheTmaMoTmaMoMoBmamTmaTmaBmamBmamTmaMoMoPhePheMoTmaTmaMoTmaMoTmaMoTmaMoMoPhePheMo
417235,000000000801645_00001,[0.41625392 0.3047526  0.17539685 0.03594146 0.06765517],['Tma' 'Mo' 'Phe' 'Do' 'Bam'],TmaMoTmaMoTmaMoTmaMoPheMoTmaMoPheTmaTmaTmaPheMoPhePheTmaMoMoMoBamTmaTmaTmaTmaTmaMoMoPheTmaPheBamTmaTmaTmaPheMoBamBamTmaTmaMoBamTmaMoPheTmaTmaPheDoMoTmaMoTmaPheMoDoTmaTmaMoDoPheTmaMoMoTma
429058,000000005061294_00001,[0.24796097 0.60513344 0.05804627 0.03568366 0.05317565],['Tma' 'Mo' 'Phe' 'Do' 'Olam'],TmaMoOlamPheMoTmaMoMoTmaMoTmaTmaMoMoMoPheMoMoTmaMoDoMoMoMoMoMoDoMoMoMoMoTmaMoMoMoMoOlamMoMoMoPheTmaTmaMoMoTmaMoMoMoTmaMoMoMoTmaMoDoMoTmaTmaMoTmaPheMoTmaMoOlamMoTmaOlamMo
430613,000000000859320_00001,[0.15399227 0.56371294 0.16221925 0.03324117 0.08683437],['Tma' 'Mo' 'Phe' 'Do' 'Tmb'],TmaTmbMoMoMoMoTmbMoMoTmbMoMoMoMoMoDoMoTmaTmaMoMoTmaPheTmaMoMoTmaMoMoMoMoMoTmbMoMoMoMoMoPheMoMoTmaMoTmaDoPheMoPhePheTmaMoTmbPheMoMoPheMoPheMoMoPheMoMoTmbTmaMoPheMoTmaPhe
445227,000000000969336_00001,[0.41705497 0.30533907 0.17573439 0.04703444 0.05483712],['Tma' 'Mo' 'Phe' 'Oct' 'Bmam'],TmaPheOctTmaPheTmaBmamTmaMoTmaPheMoTmaMoTmaTmaPheTmaTmaPheMoPheMoPheTmaTmaMoMoTmaPheBmamMoTmaTmaMoTmaMoOctTmaMoMoTmaTmaBmamOctTmaMoTmaMoTmaMoMoBmamTmaPheTmaMoPheMoTmaTmaMoTmaTmaPheMoTmaPheMoMo
454972,000000000073051_00001,[0.27365624 0.57243527 0.10981951 0.04408898],['Tma' 'Mo' 'Phe' 'Oct'],MoOctMoMoMoOctMoMoPheMoMoTmaMoTmaPheMoMoTmaTmaTmaMoMoMoMoMoTmaPheMoMoTmaMoTmaMoMoMoTmaPheMoMoMoMoTmaTmaMoTmaMoPhePheMoMoOctTmaMoMoPheTmaMoPheMoMoMoTmaTmaMoMoTmaTmaTmaMoMo
459847,000000001963203_00001,[0.18819803 0.71648563 0.05286732 0.04244903],['Tma' 'Mo' 'Phe' 'Oct'],MoMoMoMoMoMoMoTmaMoTmaMoMoTmaMoTmaMoTmaTmaMoTmaMoMoOctMoTmaMoMoMoMoMoMoTmaOctMoMoTmaMoTmaMoMoMoMoTmaMoMoMoPhePheMoPheMoMoMoMoMoMoMoMoMoMoMoMoMoTmaMoMoPheOctMoMo
462249,000000003339701_00001,[0.36776843 0.29917205 0.28697505 0.04608448],['Tma' 'Mo' 'Phe' 'Oct'],TmaMoPheTmaTmaTmaMoMoTmaTmaMoMoPhePheMoTmaPheMoTmaTmaMoPheTmaMoTmaMoTmaPheTmaPhePheTmaOctMoPheTmaTmaPhePheTmaTmaMoPheTmaTmaTmaPhePheMoMoTmaTmaPheOctMoTmaMoMoMoMoPheOctMoTmaPhePheTmaMoPhePhe
464569,000000005636016_00001,[0.41447252 0.36413805 0.17464622 0.0467432 ],['Tma' 'Mo' 'Phe' 'Oct'],TmaPheTmaTmaMoTmaMoMoTmaOctOctMoPheMoMoPheMoMoTmaMoTmaTmaPheTmaMoTmaTmaMoMoTmaMoPheTmaTmaTmaMoMoMoTmaPheOctMoMoTmaMoMoPheTmaMoMoTmaTmaPheMoMoPheTmaTmaTmaPheTmaTmaMoTmaMoPheTmaTmaTmaPhe
483745,000000000091550_00001,[0.64645055 0.0676124  0.12971179 0.15622526],['Tma' 'Mo' 'Phe' 'Tmb'],TmaTmaTmaTmbTmbTmaTmaTmaTmaTmaTmbPheTmaTmaTmbTmaTmaMoTmaMoTmaTmaTmaTmaTmaMoTmbTmaPheTmaTmaTmbPhePheTmaTmaTmaTmbPheTmaTmaTmaTmbTmaTmaTmaTmbTmaTmaTmbPheTmaTmaTmaTmaMoPheTmaTmaPheTmaPheTmaTmaTmaTmbTmaTmaTmaMo
486508,000000000977293_00001,[0.15572641 0.57006102 0.05468201 0.21953056],['Tma' 'Mo' 'Phe' 'Tmb'],MoMoTmaTmaMoMoMoTmbMoTmbMoMoMoMoMoMoMoMoTmaTmbTmaMoMoMoMoTmaMoMoMoMoPheMoMoTmbTmbPheMoTmbMoMoMoTmbMoPheMoTmaMoMoMoMoTmbMoMoTmaTmbMoPheTmbTmaTmaMoMoTmaTmaTmbTmbTmbMoTmbTmb
487662,000000001901381_00001,[0.14797265 0.75834802 0.05195934 0.04171999],['Tma' 'Mo' 'Phe' 'Tmb'],MoMoTmaMoMoMoMoPheMoMoMoMoMoMoTmaMoTmbMoTmbTmaMoTmaMoMoMoTmaTmaTmaMoMoMoMoTmaPhePheMoMoMoMoMoMoMoMoMoMoMoMoMoMoTmbMoMoTmaMoMoMoMoMoMoPheMoMoMoMoMoMoMoMoMoTma
488041,000000001994126_00001,[0.14830015 0.70573884 0.10414868 0.04181232],['Tma' 'Mo' 'Phe' 'Tmb'],MoTmaMoMoTmaMoMoMoPhePheMoMoMoTmaPheMoMoMoMoMoMoPheTmbMoMoMoMoMoMoPhePheTmaTmbTmaMoMoMoMoPheMoMoTmaTmaMoMoMoMoMoMoMoMoTmbTmaMoMoMoMoMoMoTmaMoMoMoMoMoTmaMoMoMoMo
493171,000000000005679_00001,[0.14841952 0.43465041 0.41693007],['Tma' 'Mo' 'Phe'],TmaMoPhePhePheMoMoMoPheMoPheMoMoTmaMoPhePheMoPheMoMoMoTmaMoPhePhePhePheTmaPhePheTmaTmaMoPheMoPheMoMoPheMoPheMoPheMoMoTmaPheMoPheMoMoTmaPheTmaMoPheMoTmaMoPhePheMoPhePhePheMoMoMoPhe
494282,000000000072858_00001,[0.22795841 0.61195026 0.16009133],['Tma' 'Mo' 'Phe'],MoTmaMoMoMoMoMoMoMoPheTmaPheMoTmaTmaTmaTmaTmaTmaMoMoMoPheMoMoMoMoMoMoPheMoMoMoMoMoMoMoTmaPheTmaMoTmaMoMoPheMoMoMoMoTmaTmaPheMoMoMoMoPheMoMoMoPheTmaMoTmaTmaMoPheMoMoPhe
497299,000000000882880_00001,[0.31505906 0.51899546 0.16594548],['Tma' 'Mo' 'Phe'],MoPhePheTmaPhePheTmaTmaMoPheTmaMoMoTmaTmaMoMoTmaTmaTmaMoMoMoMoMoPhePheTmaMoMoMoTmaPheMoTmaTmaMoPheTmaMoMoMoMoPheMoMoMoTmaMoTmaTmaTmaMoMoTmaMoMoPheMoTmaMoMoMoTmaTmaMoMoPheMoMo
502029,000000003976152_00001,[0.31654746 0.40557013 0.27788241],['Tma' 'Mo' 'Phe'],MoTmaTmaMoTmaTmaMoTmaPheMoTmaTmaMoMoMoMoMoMoTmaMoTmaPheTmaMoPheMoMoMoPhePheMoMoPhePhePhePheMoTmaMoMoPhePhePheMoTmaTmaMoTmaMoMoTmaTmaPhePhePheTmaMoPhePhePheTmaMoMoTmaTmaPheMoTmaTmaPhe
503354,000000005769547_00001,[0.07097826 0.77948125 0.14954049],['Tma' 'Mo' 'Phe'],PheMoMoMoMoMoMoMoPheMoMoMoMoMoMoMoMoMoMoTmaMoMoTmaMoMoMoMoPheMoPheMoMoMoMoMoPheMoMoMoTmaMoMoMoMoMoTmaMoMoMoPheMoPheMoTmaMoMoMoMoMoMoMoMoMoPhePheMoPheMoMoMo
504298,000000000065248_00001,[0.19264495 0.67699888 0.13035617],['Tma' 'Mo' 'Tmb'],MoMoMoTmaMoTmaTmaMoTmbMoMoMoTmbMoMoMoMoMoMoMoMoMoMoMoTmaTmaMoMoTmbTmbMoMoTmaMoTmaMoMoMoMoTmaMoMoTmbMoMoMoMoMoMoTmbMoMoTmaMoMoMoTmaTmaMoMoTmbTmbTmaTmaTmaMoMoTmbMoMo
504380,000000000068241_00001,[0.33967057 0.37302527 0.28730415],['Tma' 'Mo' 'Tmb'],MoTmaTmbTmaTmbTmbTmbTmbTmaTmaMoTmaTmaMoMoTmaTmaTmbTmaMoTmbTmbTmbTmbTmbTmbTmaMoTmaTmaMoTmaTmbTmaMoTmaTmaMoMoMoMoTmaTmaMoTmbTmaMoTmaMoMoMoMoMoTmbTmaMoTmbMoTmaMoTmaMoTmbTmbTmaMoTmbTmbMoMo
506346,000000000766885_00001,[0.38421383 0.37506005 0.24072612],['Tma' 'Mo' 'Tmb'],MoTmaTmaMoTmaTmaTmbTmaTmaMoTmaMoMoTmaMoTmaMoTmaTmbTmbTmbTmbTmaMoTmaTmbTmaMoTmaTmbTmbMoMoMoTmaMoTmaTmbMoTmbTmaMoTmbTmaMoMoMoMoMoTmaTmaTmaMoTmaTmaMoMoTmaTmbTmbTmaTmbTmbTmbMoTmaMoTmbMoTma
507281,000000001300587_00001,[0.65299639 0.13659406 0.21040955],['Tma' 'Mo' 'Tmb'],TmbTmaTmaMoMoTmaTmaTmaTmaTmaTmbTmaTmbTmbTmaMoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaTmaTmaMoTmbTmaTmbTmaTmaMoTmbTmaTmaTmaTmbTmaTmaTmbTmaTmaTmbTmbTmaTmaTmaTmaTmaTmbTmaTmaTmbTmaTmbTmaTmaTmaTmbMo
508632,000000002273290_00001,[0.15336096 0.67368229 0.17295675],['Tma' 'Mo' 'Tmb'],MoMoTmbTmbTmbTmbMoTmaMoMoMoMoMoMoMoMoMoMoMoMoMoMoTmbTmaMoTmbMoTmbMoMoMoMoMoMoTmaMoMoTmbMoMoMoTmaMoTmbMoMoMoTmaTmaMoTmaMoMoTmaMoMoTmbMoTmaMoTmaMoMoTmbMoTmbTmaMoMoMo
513265,000000000685635_00001,[0.49763392 0.22725766 0.13480357 0.14030485],['Tma' 'Ni' 'Bam' 'Tmb'],NiTmbTmaTmaTmbBamBamTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiNiBamTmaNiBamTmbBamTmaNiTmaTmbTmaTmaNiTmaTmaTmaTmbBamTmbTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiBamNiTmaTmaTmaBamNiTmbNiTmaTmaTmaNiTmaTmbTmaTmaBamTmbNiTmb
517978,000000002691345_00001,[0.63607328 0.16598837 0.07845967 0.11947868],['Tma' 'Ni' 'Do' 'Bmam'],TmaBmamTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamDoDoBmamTmaDoNiNiNiTmaTmaBmamTmaTmaNiTmaNiTmaBmamDoBmamTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaBmamNiTmaDoTmaTmaTmaTmaTmaTmaNi
522070,000000000216266_00001,[0.54875129 0.30843293 0.09521052 0.04760526],['Tma' 'Ni' 'Oct' 'Tmb'],TmaTmaNiNiNiTmaTmaTmaNiTmbTmaOctTmaOctNiNiTmaTmaTmbTmaTmaNiTmaOctTmaTmaTmaNiTmaTmaTmaOctNiNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaNiOctTmaNiTmaTmaTmaOctTmbNiNiTmaNiOctTma
522629,000000000061562_00001,[0.46305739 0.49342387 0.04351874],['Tma' 'Ni' 'Oct'],NiNiNiNiTmaNiNiTmaNiNiNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaOctNiTmaNiTmaTmaNiNiTmaTmaNiNiTmaTmaNiNiTmaNiNiNiNiNiTmaNiTmaNiNiNiTmaNiTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiOctNiTmaTmaOct
523156,000000001969532_00001,[0.47589239 0.43465763 0.08944998],['Tma' 'Ni' 'Oct'],TmaTmaTmaNiNiTmaTmaNiTmaTmaNiNiOctTmaNiNiTmaNiTmaTmaTmaTmaNiOctNiNiNiTmaNiTmaNiTmaTmaTmaNiTmaTmaNiTmaNiTmaNiOctTmaNiNiNiTmaNiTmaTmaTmaNiNiNiNiTmaOctTmaTmaNiNiOctTmaTmaOctNiTmaNiNi
529454,000000000155813_00001,[0.5125213  0.43210408 0.05537462],['Tma' 'Ni' 'Phe'],NiNiTmaNiNiTmaTmaTmaPheNiNiTmaNiTmaTmaTmaTmaNiPheNiNiTmaTmaNiTmaNiTmaTmaNiPheNiNiTmaTmaTmaTmaTmaNiNiTmaNiNiNiNiTmaNiNiTmaNiNiTmaTmaTmaTmaNiTmaPheNiTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaTma
531674,000000002650658_00001,[0.70297754 0.08560887 0.21141359],['Tma' 'Ni' 'Tmb'],TmbTmbTmaTmaTmaTmaTmaTmbTmaTmaTmaTmaTmbTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmbTmaTmaTmaTmaTmaTmaTmbTmaTmaTmbTmaTmaTmaTmaTmaTmaTmaTmaNiTmbTmaTmbTmbNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmbTmaTmbTmbTmaTmbTmaTmb
532164,000000000029448_00001,[0.45089653 0.54910347],['Tma' 'Ni'],NiNiTmaTmaTmaTmaTmaNiTmaNiTmaNiNiTmaNiNiTmaNiNiNiTmaTmaNiNiTmaTmaNiNiTmaNiNiTmaNiTmaNiNiNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiNiNiTmaTmaNiNiTmaNiTmaNiNiTmaNiNiNiTmaNiTma
537620,000000000152110_00001,[0.78006533 0.164951   0.05498367],['Tma' 'Oct' 'Tmb'],TmaTmaTmaTmaTmaTmaTmaTmaTmaOctTmaTmaTmaTmaOctTmaTmaTmaTmaTmaTmaTmaTmaTmbOctOctTmaTmaTmaTmbTmbTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOctOctTmbTmaTmaTmaTmaTmaTmaOctOctTmaTmaTmaTmaOctOctTmaOctTma
537674,000000000216435_00001,[0.72678368 0.05464326 0.21857305],['Tma' 'Oct' 'Tmb'],TmaTmaTmbOctTmbTmaTmaTmaTmbTmaTmaTmaTmbTmaTmaOctTmaTmbTmaTmaTmaTmaTmaTmbOctTmaTmaTmbTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmbTmaTmaTmbTmaTmaOctTmaTmaTmaTmaTmaTmaTmbTmaTmbTmaTmbTmbTmbTmaTmaTmaTmaTmaTmaTmaTmaTmbTmaTma
551936,000000000231216_00001,[0.75911596 0.19991786 0.04096618],['Tma' 'Phe' 'Do'],TmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaDoTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaPheDoTmaTmaTmaPheTmaTmaPheTmaTma
553177,000000000971299_00001,[0.75287835 0.13218343 0.05306737 0.06187086],['Tma' 'Phe' 'Oct' 'Bmam'],TmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOctPheTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaOctPheTmaTmaTmaTmaTmaOctTmaTmaBmamPheTmaTmaBmamTmaTmaTmaPheTmaOctTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaPheTma
557773,000000002629575_00001,[0.79618458 0.13978674 0.06402868],['Tma' 'Phe' 'Olam'],TmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaOlamPhePheTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma
558785,000000000987098_00001,[0.57636447 0.37363478 0.05000075],['Tma' 'Phe' 'Tmb'],TmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPhePhePheTmaPheTmaPhePhePheTmaPhePheTmbTmbPheTmaTmaPhePheTmaTmbPhePheTmaPhePheTmaPheTmaPheTmaTmaTmaTmaTmbTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaPhe
558986,000000002250843_00001,[0.64823742 0.1951055  0.15665708],['Tma' 'Phe' 'Tmb'],TmaTmbTmbTmaTmaPheTmbTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaTmaPhePheTmaTmbTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmbTmbTmaTmbTmaTmaTmaTmbTmaPheTmaTmaPhePheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmbTmbTmaTmb
5030,000000005793299_00001,"[0.20051816 0.04303048 0.23488905 0.23159162 0.0563282  0.05273088
 0.1809116 ]",['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Bmam' 'Tmb'],TmaTmaTmaTmaMoMepTmbMoTmaMepPheMoMoMepMoTmaTmbMoMoMepAegPheMepTmaTmaBmamTmaMepMepTmbTmbMoMepMepPheBmamMepTmbBmamTmbTmbMoPheMoTmbMoMoTmaTmbTmaMoTmaMoMoAegTmbMoMepTmbTmaTmaBmamMepMepMepAegTmbMepMepTmb
25817,000000005152035_00001,[0.46813015 0.04566321 0.24926023 0.06144026 0.11954905 0.05595711],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Bmam'],MoBmamBmamMoTmaMoPhePheMoMoTmaMepTmaTmaMoTmaTmaTmaMoTmaAegTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaMoMepAegTmaMoMoTmaMoMepTmaTmaTmaTmaMoMepMoTmaAegTmaMoTmaTmaTmaTmaTmaTmaPheBmamMoPhePhePheMoBmamPheTmaPheMo
33016,000000005544391_00001,[0.15028121 0.04031226 0.49511522 0.16272155 0.05276998 0.09879979],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaMepMoMepMoMepMepMoMoMoAegMepBmamPheMoMoBmamMoMoMoMoTmaMoBmamPheAegTmaMoMoTmaMoMepMepMoAegMoTmaMoMepMoTmaTmaMoPheMoMoTmaMoMepMoBmamMoMoMoMoMoMepBmamMoMepMoMoMoMoBmamTmaTmaBmamPheMo
46383,000000005814178_00001,[0.32531258 0.04363182 0.29771447 0.05870701 0.11423076 0.16040335],['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaMepTmaMoBmamBmamAegPheMoTmaMoTmaTmaMoMoMepTmaMoTmaTmaBmamTmaBmamPheMoTmaPhePheTmaTmaBmamMoTmaBmamTmaTmaTmaBmamBmamTmaBmamMoMoPheMoMoMoPheMepTmaTmaBmamTmaTmaMoAegPhePheMoMoTmaMoMoBmamMepMoMoTmaMoAeg
202644,000000005670857_00001,"[0.08362531 0.17945692 0.06122472 0.42255661 0.11745728 0.08070115
 0.05497801]",['Tma' 'Aeg' 'Mo' 'Mep' 'Phe' 'Olam' 'Bmam'],TmaMoAegMepMepMepMepMepMepPheAegMepMepAegAegMepAegOlamAegPheAegOlamMepBmamMepMepPhePhePheMepAegOlamMepTmaAegOlamMepMepMoMepMepPhePheMepTmaMepMepMepBmamMepTmaMepOlamMepAegMoMoAegBmamOlamMepTmaMepTmaPheMepAegBmamMepMep
