ID,sequence,immunogenic
SID2465,TmaTmaTmaMoNiNiTmaMoMoNiNiNiTmaTmaMoTmaTmaMoNiMoNiTmaNiTmaTmaNiNiNiNiTmaTmaTmaMoNiTmaMoNiTmaTmaMoNiMoTmaMoTmaMoMoNiNiNiNiNiTmaNiTmaNiMoTmaNiTmaTmaTmaNiNiNiNiNiTmaNiTmaMoNiTmaTmaTmaNiTmaNiNiTmaTmaMoTmaTmaTmaTmaNiNiTmaTmaTmaTmaMoTmaNiTmaTmaMoNiNiNiNiNiTmaTmaNiNiTmaNiNiMoNiTmaTmaTma,No
SID2466,TmaTmaNiNiNiNiNiTmaNiTmaNiTmaNiMoTmaMoNiNiMoNiNiNiNiTmaTmaTmaNiMoNiNiTmaTmaNiNiNiNiTmaNiMoTmaNiMoNiNiNiNiTmaTmaTmaTmaTmaNiTmaNiNiMoTmaNiNiTmaNiNiTmaTmaNiTmaNiNiNiTmaNiNiTmaNiTmaNiNiNiTmaMoTmaNiNiNiNiNiNiNiNiTmaMoTmaTmaTmaTmaNiTmaNiNiNiNiNiNiMoTmaTmaNiMoNiTmaTmaNiTmaNiNi,No
SID2467,NiTmaMoMoNiNiTmaNiMoTmaTmaTmaNiTmaTmaNiTmaTmaNiNiTmaTmaNiNiNiMoNiMoMoMoTmaNiNiTmaMoNiTmaTmaNiTmaNiTmaNiNiTmaNiNiNiNiNiMoNiTmaNiNiNiNiTmaNiMoNiMoNiTmaTmaNiNiTmaNiTmaTmaTmaTmaNiTmaTmaNiNiNiNiTmaTmaNiMoTmaNiTmaNiNiNiNiNiNiNiNiNiTmaNiNiNiNiTmaNiNiTmaNiNiTmaNiTmaTmaTmaNiNiTma,No
SID2468,NiTmaNiTmaTmaNiNiMoTmaTmaNiNiNiTmaTmaTmaNiNiNiNiTmaTmaTmaMoTmaMoTmaTmaNiNiNiTmaTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaNiTmaNiTmaNiNiNiTmaTmaNiTmaTmaMoTmaNiNiNiNiNiNiMoNiTmaNiTmaTmaNiTmaNiMoNiTmaNiMoTmaMoMoNiNiNiTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMoNiTmaNiMoNiNiTmaNi,No
SID2469,NiTmaMoMoNiNiNiTmaNiNiTmaNiNiTmaTmaNiNiNiNiTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaNiNiTmaNiTmaTmaMoTmaNiTmaNiTmaTmaMoNiMoTmaMoTmaMoNiMoTmaNiNiNiNiTmaNiMoNiNiNiTmaNiMoTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiNiNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaNiTma,No
SID2470,NiNiNiMoNiTmaNiNiTmaNiNiNiTmaTmaTmaTmaTmaTmaMoMoNiNiNiMoNiNiTmaTmaMoTmaNiNiNiTmaTmaNiTmaNiNiMoNiNiNiTmaNiMoNiNiNiTmaNiMoNiNiMoNiTmaNiTmaNiTmaTmaNiNiTmaNiNiNiTmaTmaNiTmaNiTmaTmaNiNiTmaNiTmaNiNiTmaTmaMoMoTmaNiNiMoNiNiTmaMoNiTmaMoNiMoNiTmaNiNiTmaNiNiNiTmaMoNiNiMoTmaMoTma,No
SID2471,NiTmaNiTmaNiMoTmaTmaTmaTmaTmaTmaMoTmaTmaNiNiNiTmaNiMoTmaTmaNiTmaNiTmaTmaTmaNiNiTmaNiMoTmaTmaNiNiNiNiTmaNiTmaNiTmaNiTmaNiTmaTmaTmaNiNiNiTmaNiNiNiTmaTmaTmaNiMoTmaTmaMoTmaNiMoMoTmaNiTmaTmaTmaMoNiTmaNiNiTmaNiTmaNiTmaTmaNiTmaMoTmaNiTmaTmaNiNiNiNiTmaNiTmaTmaNiMoNiMoNiNiNiNiNiTmaNiNiTmaNi,No
SID2472,TmaMoNiNiMoTmaTmaNiNiMoNiTmaTmaNiTmaTmaTmaNiNiNiNiNiNiTmaTmaTmaNiTmaNiTmaTmaNiNiTmaNiTmaMoTmaMoNiTmaNiTmaTmaTmaTmaMoNiTmaTmaTmaTmaTmaNiNiNiNiNiNiMoTmaNiNiNiMoNiTmaTmaNiNiNiNiMoTmaTmaNiTmaTmaNiNiTmaTmaNiNiMoNiTmaNiTmaTmaNiNiTmaMoNiNiMoMoNiMoTmaNiNiMoTmaTmaNiTmaNiNiNiNiMoNiNi,No
SID2473,NiTmaTmaTmaTmaMoNiTmaNiNiTmaNiTmaMoTmaNiNiTmaNiMoNiTmaMoNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiMoTmaMoNiTmaNiTmaTmaNiTmaNiNiTmaNiTmaNiNiTmaNiNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaMoNiNiTmaTmaNiNiTmaTmaMoNiTmaMoMoTmaTmaNiNiNiTmaTmaNiNiTmaNiNiNiMoTmaNiTmaMoTmaTmaNiNiMoMoTmaTmaMoNiTmaNiTmaNi,No
SID2474,NiTmaTmaNiNiNiTmaTmaTmaNiNiTmaNiTmaNiNiTmaMoTmaMoNiTmaNiTmaTmaNiNiTmaTmaTmaNiNiMoNiNiTmaNiTmaNiTmaNiNiNiNiMoTmaTmaNiTmaTmaNiNiTmaNiMoTmaMoNiNiNiTmaTmaTmaTmaNiNiMoTmaTmaNiNiNiNiTmaNiNiNiTmaTmaTmaNiNiMoNiNiTmaMoMoTmaTmaNiMoMoNiTmaNiNiNiTmaNiNiTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiNi,No
SID2475,NiNiTmaNiNiTmaMoMoMoMoNiNiTmaTmaMoNiMoNiTmaNiNiTmaTmaNiMoNiNiTmaNiMoNiTmaNiNiNiMoTmaTmaTmaTmaNiNiMoNiTmaTmaTmaTmaNiMoTmaTmaTmaMoTmaTmaNiNiTmaNiMoTmaTmaMoTmaMoNiNiTmaNiNiMoMoNiNiTmaNiTmaTmaMoNiTmaTmaMoTmaTmaMoNiTmaTmaMoNiNiTmaMoTmaMoTmaTmaTmaTmaNiNiMoMoNiTmaTmaTmaTmaNiMoTmaTmaTma,No
SID2476,TmaTmaNiMoMoNiTmaMoTmaNiNiTmaNiTmaNiTmaNiNiNiNiNiTmaNiTmaNiTmaTmaMoNiTmaTmaMoNiNiNiTmaTmaTmaNiNiNiMoTmaTmaTmaMoMoNiTmaTmaTmaTmaTmaNiNiNiNiNiNiNiTmaNiNiNiNiTmaNiTmaMoNiTmaNiNiNiTmaTmaNiNiNiNiTmaMoNiNiMoNiNiTmaNiTmaNiTmaTmaMoNiNiTmaNiTmaNiTmaMoTmaTmaMoNiTmaTmaNiTmaMoTmaTmaMoTma,No
SID2477,TmaTmaTmaTmaNiTmaTmaTmaMoTmaNiTmaNiMoNiTmaNiTmaTmaNiMoTmaMoNiNiTmaTmaNiNiNiTmaTmaTmaNiTmaNiTmaTmaNiMoMoTmaNiTmaNiTmaNiNiTmaNiNiTmaNiMoTmaTmaNiMoTmaTmaTmaMoTmaTmaTmaTmaMoTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiNiNiNiTmaNiTmaNiNiMoMoNiNiTmaMoNiNiMoTmaMoTmaTma,No
SID2478,NiMoNiNiTmaNiTmaNiNiMoNiTmaNiTmaNiTmaNiTmaNiTmaNiNiNiMoNiNiTmaNiTmaTmaTmaTmaMoNiMoTmaNiTmaNiTmaTmaNiTmaNiNiNiNiTmaTmaTmaNiNiNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiMoNiTmaMoMoNiNiNiTmaMoNiNiNiNiNiNiMoTmaTmaTmaNiTmaNiNiMoMoNiNiTmaNiNiNiTmaNiNiTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiMoTmaTmaNiTma,No
SID2479,NiNiTmaNiTmaTmaTmaNiTmaTmaTmaMoNiNiNiTmaTmaNiNiNiNiMoNiNiNiNiNiNiMoNiNiNiTmaNiTmaNiNiTmaNiTmaNiTmaMoNiNiNiTmaTmaTmaNiMoNiNiNiTmaMoTmaTmaNiNiNiNiNiTmaTmaNiNiTmaNiNiTmaNiNiNiNiTmaTmaNiNiTmaNiTmaTmaNiMoMoNiTmaNiNiNiNiNiNiTmaMoNiMoNiNiTmaNiTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaNi,No
SID2480,NiMoMoNiNiTmaMoTmaTmaNiTmaNiNiMoTmaNiNiTmaNiTmaNiTmaTmaNiMoTmaNiNiNiMoNiNiTmaTmaNiNiTmaNiNiNiNiNiNiTmaTmaTmaNiNiNiTmaTmaNiTmaTmaNiNiMoMoNiNiTmaNiTmaNiNiTmaNiTmaNiNiNiTmaNiNiNiTmaNiNiNiNiTmaNiTmaNiNiNiNiNiTmaNiTmaTmaTmaNiMoTmaTmaNiTmaNiTmaNiNiNiNiNiNiTmaTmaNiTmaTmaTmaTmaNi,No
SID2481,NiNiTmaNiNiNiTmaTmaNiNiTmaTmaNiNiNiNiTmaMoNiNiTmaNiTmaTmaTmaMoMoTmaTmaNiNiNiNiTmaMoMoTmaNiTmaMoTmaTmaTmaMoTmaTmaTmaNiNiNiNiTmaNiTmaNiMoNiNiNiTmaTmaNiNiMoNiMoNiTmaMoNiTmaTmaNiTmaNiNiTmaNiNiMoTmaNiTmaNiMoNiTmaNiTmaTmaNiNiNiNiMoNiTmaMoNiNiTmaNiNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaMoTma,No
SID2482,NiTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaNiMoTmaTmaTmaTmaNiTmaNiNiTmaNiNiTmaTmaTmaNiTmaMoTmaMoTmaTmaNiNiNiNiMoNiNiNiTmaNiTmaMoNiTmaNiNiNiMoTmaTmaMoNiNiNiMoTmaTmaTmaTmaNiTmaTmaMoMoTmaNiNiTmaNiNiNiMoMoNiNiNiNiTmaNiNiTmaNiNiTmaNiNiNiTmaTmaMoNiTmaTmaNiMoNiTmaNiMoTmaNiMoTmaNiTmaNiTma,No
SID2483,NiTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiNiTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaNiMoNiNiTmaTmaMoTmaTmaTmaNiNiTmaNiNiMoNiNiNiMoTmaTmaNiMoTmaMoTmaNiNiNiTmaMoNiMoTmaTmaTmaNiNiNiNiTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaNiTmaNiNiTmaTmaNiTmaTmaMoNiTmaNiNiTmaNiTmaNiMoTmaMo,No
SID2484,TmaNiNiNiNiTmaNiTmaNiTmaTmaNiTmaTmaMoNiNiMoNiTmaTmaTmaNiNiTmaNiNiMoTmaNiMoMoTmaTmaTmaTmaNiNiNiNiNiNiNiTmaTmaTmaNiNiNiTmaTmaNiMoTmaMoMoTmaTmaNiTmaNiNiTmaNiTmaMoNiNiMoTmaTmaNiTmaNiTmaTmaTmaNiTmaNiTmaNiNiMoMoTmaTmaNiNiTmaNiTmaNiTmaNiNiNiTmaNiNiTmaTmaNiNiNiTmaNiTmaTmaNiTmaTmaNiNiTma,No
SID2485,NiTmaTmaTmaNiNiNiTmaNiMoMoTmaTmaNiTmaMoTmaTmaTmaTmaNiTmaNiNiTmaNiNiTmaNiTmaNiNiTmaNiNiNiTmaNiNiNiNiNiNiTmaTmaNiNiTmaNiTmaNiNiTmaTmaTmaNiNiNiTmaTmaTmaNiTmaMoTmaNiNiTmaNiMoNiNiTmaTmaTmaTmaNiTmaTmaNiMoTmaTmaNiTmaMoNiMoNiMoTmaTmaNiMoTmaNiTmaTmaMoNiNiNiTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTma,No
SID2486,TmaTmaNiTmaMoNiNiTmaTmaNiNiNiMoTmaNiNiNiNiTmaNiTmaTmaNiTmaNiTmaTmaTmaMoTmaNiTmaNiTmaTmaNiNiTmaNiTmaNiTmaNiNiTmaTmaNiNiTmaNiNiNiTmaTmaTmaNiTmaNiTmaMoTmaTmaMoTmaNiNiMoNiNiNiTmaTmaTmaNiNiNiTmaNiNiTmaNiNiTmaMoTmaNiNiTmaTmaNiTmaTmaNiTmaNiNiTmaTmaNiNiTmaTmaMoTmaTmaNiTmaMoMoTmaTmaTmaNiTmaNi,No
SID2487,NiNiMoNiMoNiNiNiTmaNiNiTmaTmaMoNiTmaTmaMoTmaTmaMoTmaMoTmaNiNiNiNiMoMoTmaNiNiTmaTmaTmaTmaNiNiTmaNiNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiMoNiNiTmaNiNiMoNiTmaNiNiNiTmaMoNiMoNiTmaNiTmaTmaNiNiTmaNiMoTmaNiMoTmaNiTmaNiNiNiTmaTmaNiTmaNiTmaNiNiTmaTmaNiNiTmaNiNiNiTmaMoTmaTmaMoNiTmaTmaNiTma,No
SID2488,TmaNiNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaMoNiTmaNiNiNiMoNiNiNiNiNiTmaTmaMoTmaTmaMoTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiNiMoMoNiNiNiTmaMoNiNiTmaMoTmaTmaNiNiTmaTmaNiNiNiNiNiTmaTmaTmaNiNiTmaTmaMoTmaTmaTmaMoMoTmaNiTmaNiNiNiNiTmaMoTmaTmaMoTmaMoNiTmaTmaTmaTmaNiNiMoNiNiTmaNiNiTmaTmaNiNiTmaNiNiNiTmaNi,No
SID2489,TmaTmaTmaNiNiTmaNiMoNiNiTmaNiTmaTmaTmaTmaNiTmaNiTmaNiNiNiMoMoNiNiMoTmaTmaTmaNiNiTmaNiMoTmaNiMoTmaNiTmaNiTmaNiNiTmaMoTmaMoNiTmaTmaNiTmaNiTmaTmaNiNiNiNiTmaNiTmaNiTmaTmaNiMoNiNiTmaNiTmaMoTmaMoTmaTmaTmaNiTmaNiTmaTmaMoNiTmaMoNiNiTmaNiTmaTmaNiNiMoTmaTmaTmaTmaNiNiTmaTmaTmaNiNiNiNiNiNiNi,No
SID2490,NiTmaMoTmaTmaNiTmaTmaNiTmaNiTmaNiTmaNiTmaMoMoMoTmaNiTmaNiNiNiTmaTmaNiTmaNiNiNiTmaMoTmaTmaTmaNiNiTmaTmaNiNiTmaTmaTmaMoTmaTmaTmaTmaTmaTmaNiTmaNiNiNiTmaNiMoTmaNiNiTmaTmaNiNiTmaTmaTmaNiTmaTmaNiNiNiTmaNiTmaNiMoTmaTmaNiNiNiNiTmaNiTmaTmaTmaNiTmaNiNiTmaNiNiTmaNiNiTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNi,No
SID2491,TmaMoTmaTmaTmaTmaNiMoNiNiNiTmaNiTmaTmaTmaNiTmaNiNiNiNiTmaNiNiTmaTmaTmaTmaNiNiNiTmaMoNiTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaNiNiTmaTmaTmaMoMoNiTmaMoTmaMoTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaNiTmaNiTmaMoTmaMoMoMoTmaTmaTmaTmaNiNiTmaNiNiTmaTmaTmaTmaNiNiMoTmaMoMoMoTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaNiMo,No
SID2492,TmaMoTmaNiMoNiMoTmaNiNiTmaNiNiTmaNiTmaNiNiNiMoNiNiTmaMoNiMoTmaNiNiNiTmaTmaTmaTmaMoTmaTmaMoTmaNiNiNiNiMoTmaNiTmaTmaTmaTmaMoNiTmaTmaNiTmaMoNiNiTmaNiTmaTmaTmaTmaTmaTmaNiNiNiNiNiNiNiMoTmaNiTmaTmaTmaMoNiTmaTmaMoNiNiNiNiTmaNiMoTmaNiTmaTmaTmaNiNiNiTmaNiTmaTmaNiNiTmaTmaNiTmaTmaNiTmaTmaTma,No
SID2493,NiNiNiNiNiTmaNiTmaNiNiTmaTmaNiTmaTmaMoTmaTmaNiNiTmaTmaNiNiMoTmaTmaTmaMoNiNiTmaNiMoNiTmaMoTmaTmaNiMoNiNiNiMoTmaTmaTmaTmaNiMoNiMoNiTmaNiNiNiNiNiNiNiNiNiTmaNiNiTmaTmaTmaTmaTmaTmaMoTmaNiNiNiTmaNiMoNiTmaTmaTmaMoTmaNiTmaNiTmaTmaTmaNiNiTmaNiNiNiNiNiNiNiNiNiTmaTmaNiMoTmaNiTmaTmaTmaNi,No
SID2494,MoTmaTmaTmaNiTmaNiTmaTmaNiNiTmaTmaTmaMoNiTmaTmaNiNiNiNiTmaNiNiNiTmaNiTmaNiTmaTmaMoMoTmaNiNiNiTmaTmaTmaNiTmaMoTmaNiTmaTmaTmaNiNiNiTmaTmaTmaNiNiTmaTmaMoTmaNiTmaNiTmaNiNiNiNiNiTmaNiNiTmaNiTmaTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaMoNiTmaNiTmaMoMoTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTma,No
SID2495,TmaTmaNiNiTmaTmaMoNiTmaTmaTmaTmaTmaNiNiNiTmaNiNiTmaNiNiTmaTmaTmaTmaMoNiTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaMoTmaTmaNiNiNiTmaTmaMoTmaNiMoTmaNiTmaNiTmaNiTmaTmaTmaNiTmaNiTmaNiTmaNiTmaMoTmaNiNiNiNiNiNiNiNiNiMoNiNiNiTmaTmaTmaMoMoNiTmaTmaNiNiNiMoNiTmaNiTmaNiNiNiTmaNiNiTmaNiNiTmaNiTmaNi,No
SID2496,TmaNiMoTmaMoNiTmaNiNiTmaTmaMoTmaNiNiTmaMoNiMoMoNiTmaTmaNiTmaNiTmaNiMoNiNiNiMoTmaTmaTmaTmaNiNiTmaMoTmaNiNiNiMoTmaNiTmaTmaTmaMoTmaNiNiTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiMoNiTmaTmaNiNiMoTmaTmaMoTmaNiTmaNiTmaTmaTmaMoTmaNiTmaTmaNiTmaNiNiNiNiNiTmaTmaMoTmaNiMo,No
SID2497,TmaTmaNiTmaTmaTmaNiMoTmaTmaTmaNiTmaNiNiTmaNiNiTmaNiTmaTmaNiTmaNiMoNiTmaTmaMoTmaTmaNiNiTmaNiNiTmaNiMoMoTmaTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaMoTmaTmaNiNiTmaMoTmaNiTmaTmaMoNiNiTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiNiNiMoTmaTmaTmaNiTmaTmaNiNiTmaTmaMoNiNiTmaTmaNiNiMoTmaTma,No
SID2498,NiTmaTmaNiMoNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiNiNiNiNiNiTmaTmaTmaNiTmaNiTmaNiTmaTmaMoTmaTmaNiNiTmaNiNiNiTmaTmaTmaMoTmaNiNiTmaTmaTmaNiTmaTmaNiNiNiNiNiNiNiTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiMoNiNiNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiMoTmaTmaMoTmaTmaNiNiMoTmaTmaTmaNiTma,No
SID2499,TmaNiTmaNiTmaTmaNiNiTmaNiNiTmaTmaTmaNiNiTmaNiTmaTmaMoTmaTmaNiNiMoMoMoNiTmaNiTmaTmaNiTmaTmaTmaNiNiNiNiNiNiNiTmaTmaTmaTmaTmaNiNiNiNiNiTmaNiTmaTmaNiNiNiTmaNiTmaNiNiTmaNiTmaTmaNiTmaTmaTmaNiTmaNiNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiMoNiNiMoTmaTmaTmaNiMoNiTmaNiNiNiTmaTmaTmaMoTmaNiNiMoNiTma,No
SID2500,NiTmaMoNiNiNiTmaTmaNiNiNiTmaTmaTmaTmaNiTmaMoNiTmaNiTmaNiNiNiTmaMoNiTmaTmaTmaNiTmaTmaTmaTmaTmaMoTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaMoTmaNiTmaTmaMoNiTmaMoTmaNiTmaTmaTmaMoNiNiNiNiTmaMoTmaNiMoMoNiMoTmaMoTmaTmaTmaTmaTmaNiTmaTmaNiNiMoNiTmaNiMoNiMoNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaTma,No
SID2501,MoTmaMoMoTmaTmaTmaNiTmaNiTmaNiTmaNiTmaNiTmaNiMoNiMoTmaNiTmaTmaNiNiTmaMoTmaTmaNiMoTmaTmaTmaTmaTmaNiMoNiNiTmaTmaTmaTmaNiNiTmaTmaTmaMoTmaMoTmaNiTmaNiTmaTmaNiTmaNiTmaNiNiTmaNiNiMoMoTmaNiTmaMoTmaTmaTmaTmaTmaMoNiMoMoTmaNiTmaNiTmaNiNiNiNiTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaMoTmaNiNiNiNiMoNiNiMoNi,No
SID2502,TmaTmaTmaNiMoTmaNiTmaTmaTmaMoTmaTmaTmaNiTmaTmaNiNiNiTmaNiNiNiTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaNiNiNiTmaMoNiTmaMoMoTmaNiTmaNiNiMoNiMoNiTmaNiTmaTmaNiMoNiMoTmaNiNiNiTmaNiTmaTmaNiMoNiTmaNiMoNiNiTmaTmaTmaTmaNiMoMoNiMoTmaTmaMoTmaTmaNiTmaNiNiNiNiNiNiTmaTmaTmaTmaNiTmaTmaNiNiTmaMoNi,No
SID2503,MoTmaTmaTmaNiNiNiTmaTmaTmaTmaNiNiNiMoNiNiNiNiTmaMoNiNiNiNiNiNiNiTmaTmaTmaTmaNiNiMoTmaTmaNiNiTmaMoNiTmaNiTmaNiTmaTmaNiTmaTmaNiTmaNiMoTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaMoTmaNiNiNiTmaTmaTmaTmaTmaTmaMoNiTmaTmaTmaMoNiNiNiNiTmaNiNiNiTmaNiMoNiMoTmaTmaTmaTmaNiNiNiNiTmaTmaTmaTmaNiTmaMoTmaNiTma,No
SID2504,NiTmaNiTmaTmaTmaMoTmaNiNiNiMoMoTmaMoNiTmaNiTmaTmaNiNiTmaTmaTmaNiNiTmaNiNiTmaTmaNiNiMoTmaTmaNiTmaTmaNiNiNiTmaTmaMoNiNiTmaTmaNiTmaTmaTmaTmaMoNiTmaTmaTmaTmaTmaMoMoTmaNiTmaNiTmaNiNiTmaMoTmaNiNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaNiMoTmaNiNiNiNiNiNiTmaNiMoTmaTmaTmaNiTmaTmaNiTmaMoTmaTma,No
SID2505,TmaNiNiMoMoTmaTmaNiTmaNiNiNiNiNiNiNiTmaTmaTmaMoTmaTmaTmaNiMoNiMoNiTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiMoNiTmaTmaNiNiNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiNiTmaNiTmaMoNiTmaTmaTmaNiTmaNiTmaNiTmaTmaNiNiTmaNiTmaNiTmaNiTmaTmaTmaMoTmaNiNiNiTmaNiTmaTmaNiTmaTmaTmaNiNiTmaNiNiTmaNiNiTmaTmaNi,No
SID2506,TmaTmaNiTmaTmaNiNiNiNiNiNiTmaNiTmaNiTmaTmaMoTmaNiNiMoNiTmaTmaMoNiNiNiNiMoMoTmaNiTmaNiNiNiNiNiTmaNiNiTmaNiMoMoNiTmaNiTmaTmaTmaMoTmaTmaNiTmaNiNiTmaNiNiNiNiNiNiNiTmaTmaNiMoNiMoTmaTmaMoNiTmaNiTmaNiNiNiNiTmaNiNiTmaTmaNiNiNiTmaTmaTmaTmaNiNiTmaTmaNiNiNiTmaTmaNiNiTmaNiTmaTmaNiNiTma,No
SID2507,NiTmaTmaNiNiNiTmaMoNiNiTmaNiTmaTmaNiNiMoTmaNiTmaNiNiMoTmaNiNiNiTmaTmaTmaNiTmaTmaMoTmaTmaTmaNiMoTmaNiNiTmaNiNiMoTmaTmaNiNiTmaTmaMoNiTmaMoNiTmaTmaNiTmaTmaNiTmaTmaNiNiTmaMoNiTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiNiTmaMoNiTmaNiNiNiMoNiNiTmaTmaNi,No
SID2508,MoNiNiTmaTmaMoTmaMoTmaNiNiNiTmaMoTmaTmaMoTmaTmaTmaTmaTmaMoNiTmaNiNiNiTmaNiTmaTmaTmaNiTmaNiNiTmaMoTmaNiTmaNiTmaTmaTmaNiNiTmaNiTmaNiTmaTmaNiNiNiNiNiNiTmaNiTmaNiTmaTmaMoNiTmaTmaNiNiTmaTmaNiMoTmaMoTmaMoTmaTmaTmaTmaNiMoTmaTmaTmaNiNiNiNiMoNiTmaTmaNiTmaNiTmaTmaTmaNiTmaNiNiNiNiTmaTmaTmaTmaTmaTma,No
SID2509,MoMoNiTmaTmaNiNiMoNiTmaTmaNiTmaNiNiNiTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaNiNiNiTmaNiNiTmaTmaMoMoNiMoNiNiNiTmaTmaMoNiTmaMoNiMoTmaNiNiTmaNiTmaTmaTmaNiNiNiTmaMoTmaNiTmaNiTmaTmaTmaNiTmaNiTmaMoNiTmaTmaNiMoNiNiNiTmaNiNiNiTmaNiTmaTmaTmaNiMoNiTmaNiMoTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTma,No
SID2510,TmaTmaNiTmaNiNiNiNiTmaMoNiNiNiTmaNiTmaNiTmaTmaNiTmaNiNiNiTmaMoNiTmaNiTmaNiTmaNiTmaNiTmaTmaNiTmaMoNiTmaNiTmaTmaMoTmaTmaNiNiTmaNiTmaNiNiMoTmaNiTmaTmaNiTmaNiTmaMoMoTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiNiNiTmaNiTmaNiTmaMoMoNiNiNiTmaTmaTmaNiTmaNiNiMoMoTmaTmaNiTmaNiTmaTmaMoMoNiTmaNiTmaNi,No
SID2511,NiTmaNiTmaMoTmaNiNiNiNiNiTmaTmaNiTmaMoTmaNiTmaTmaTmaMoNiTmaNiNiTmaMoTmaTmaTmaTmaTmaMoTmaNiNiTmaTmaNiTmaNiTmaNiMoNiNiTmaTmaTmaTmaTmaNiNiNiNiTmaNiMoNiTmaTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaMoNiNiNiTmaMoTmaTmaNiTmaNiTmaNiMoTmaTmaMoNiTmaNiTmaNiMoTmaNiTmaTmaTmaMoNiTma,No
SID2512,NiNiNiTmaMoNiNiNiTmaTmaNiNiNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiNiNiTmaNiTmaMoNiTmaTmaTmaTmaNiNiMoMoMoTmaNiTmaTmaTmaTmaMoNiNiNiTmaTmaTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaTmaNiNiNiTmaNiTmaTmaTmaNiTmaNiNiMoNiTmaNiMoNiTmaNiNiNiTmaTmaNiNiNiNiMoTmaNiTmaNiMoTmaNiTmaTmaNiNiTmaNi,No
